<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NYMEX.PL,D,03/03/21,00:00:00,1165.9000000
NYMEX.PL,D,04/03/21,00:00:00,1123.5000000
NYMEX.PL,D,05/03/21,00:00:00,1133.3000000
NYMEX.PL,D,07/03/21,00:00:00,1142.6000000
NYMEX.PL,D,08/03/21,00:00:00,1144.9000000
NYMEX.PL,D,09/03/21,00:00:00,1173.2000000
NYMEX.PL,D,10/03/21,00:00:00,1202.3000000
NYMEX.PL,D,11/03/21,00:00:00,1206.2000000
NYMEX.PL,D,12/03/21,00:00:00,1208.5000000
NYMEX.PL,D,14/03/21,00:00:00,1208.6000000
NYMEX.PL,D,15/03/21,00:00:00,1214.5000000
NYMEX.PL,D,16/03/21,00:00:00,1219.0000000
NYMEX.PL,D,17/03/21,00:00:00,1222.4000000
NYMEX.PL,D,18/03/21,00:00:00,1205.6000000
NYMEX.PL,D,19/03/21,00:00:00,1196.1000000
NYMEX.PL,D,21/03/21,00:00:00,1188.4000000
NYMEX.PL,D,22/03/21,00:00:00,1188.5000000
NYMEX.PL,D,23/03/21,00:00:00,1167.5000000
NYMEX.PL,D,24/03/21,00:00:00,1176.7000000
NYMEX.PL,D,25/03/21,00:00:00,1153.9000000
NYMEX.PL,D,26/03/21,00:00:00,1191.1000000
NYMEX.PL,D,28/03/21,00:00:00,1186.1000000
NYMEX.PL,D,29/03/21,00:00:00,1180.2000000
NYMEX.PL,D,30/03/21,00:00:00,1160.5000000
NYMEX.PL,D,31/03/21,00:00:00,1190.9000000
NYMEX.PL,D,01/04/21,00:00:00,1214.1000000
NYMEX.PL,D,02/04/21,00:00:00,1208.6000000
NYMEX.PL,D,04/04/21,00:00:00,1220.9000000
NYMEX.PL,D,05/04/21,00:00:00,1215.2000000
NYMEX.PL,D,06/04/21,00:00:00,1246.1000000
NYMEX.PL,D,07/04/21,00:00:00,1231.0000000
NYMEX.PL,D,08/04/21,00:00:00,1234.2000000
NYMEX.PL,D,09/04/21,00:00:00,1208.2000000
NYMEX.PL,D,11/04/21,00:00:00,1207.8000000
NYMEX.PL,D,12/04/21,00:00:00,1171.3000000
NYMEX.PL,D,13/04/21,00:00:00,1164.1000000
NYMEX.PL,D,14/04/21,00:00:00,1177.7000000
NYMEX.PL,D,15/04/21,00:00:00,1201.8000000
NYMEX.PL,D,16/04/21,00:00:00,1206.0000000
NYMEX.PL,D,18/04/21,00:00:00,1205.0000000
NYMEX.PL,D,19/04/21,00:00:00,1212.6000000
NYMEX.PL,D,20/04/21,00:00:00,1188.1000000
NYMEX.PL,D,21/04/21,00:00:00,1221.2000000
NYMEX.PL,D,22/04/21,00:00:00,1207.0000000
